version,date,diff,field_check_m,logger_val_m,Site_ID
original_depth,2023-10-30T00:00:00Z,0.009277628100710866,0.42,0.4107223718992891,5_597
original_depth,2024-04-15T00:00:00Z,0.03088948499575339,0.5,0.4691105150042466,5_597
depth_avg,2021-09-27T00:00:00Z,NA,0.49,NA,5_597
depth_avg,2021-12-13T00:00:00Z,0.11878314594094574,0.52,0.4012168540590543,5_597
depth_avg,2022-10-17T00:00:00Z,-0.02132396567823497,0.32,0.341323965678235,5_597
depth_avg,2023-10-30T00:00:00Z,-0.024055705232621738,0.42,0.4440557052326217,5_597
depth_avg,2024-04-15T00:00:00Z,0.007556151662420463,0.5,0.49244384833757954,5_597
revised_depth,2021-09-27T00:00:00Z,NA,0.49,NA,5_597
revised_depth,2021-12-13T00:00:00Z,0.0621164792742791,0.52,0.4578835207257209,5_597
revised_depth,2022-10-17T00:00:00Z,-0.07799063234490161,0.32,0.3979906323449016,5_597
revised_depth,2023-10-30T00:00:00Z,-0.08072237189928838,0.42,0.5007223718992884,5_597
revised_depth,2024-04-15T00:00:00Z,-0.049110515004246236,0.5,0.5491105150042462,5_597
original_depth,2021-09-27T00:00:00Z,NA,0.11,NA,5a_550
original_depth,2021-12-13T00:00:00Z,0.08381703763407491,0.065,-0.01881703763407492,5a_550
original_depth,2023-10-30T00:00:00Z,0.06751953432760617,0.04,-0.02751953432760617,5a_550
original_depth,2024-04-15T00:00:00Z,0.03348920301146393,0.08,0.04651079698853607,5a_550
depth_avg,2021-09-27T00:00:00Z,NA,0.11,NA,5a_550
depth_avg,2021-12-13T00:00:00Z,0.11048370430074167,0.065,-0.045483704300741674,5a_550
depth_avg,2023-10-30T00:00:00Z,0.05418620099427276,0.04,-0.014186200994272757,5a_550
depth_avg,2024-04-15T00:00:00Z,0.02015586967813058,0.08,0.05984413032186942,5a_550
revised_depth,2021-09-27T00:00:00Z,NA,0.11,NA,5a_550
revised_depth,2021-12-13T00:00:00Z,0.083817037634075,0.065,-0.018817037634075003,5a_550
revised_depth,2023-10-30T00:00:00Z,0.027519534327606086,0.04,0.012480465672393914,5a_550
revised_depth,2024-04-15T00:00:00Z,-0.0065107969885360994,0.08,0.0865107969885361,5a_550
original_depth,2021-09-27T00:00:00Z,NA,0.29,NA,5a_582
original_depth,2021-12-13T00:00:00Z,0.05406162812325613,0.16,0.10593837187674388,5a_582
original_depth,2024-04-09T00:00:00Z,0.0038771495724810034,0.19,0.186122850427519,5a_582
depth_avg,2021-09-27T00:00:00Z,NA,0.29,NA,5a_582
depth_avg,2021-12-13T00:00:00Z,0.0307282947899227,0.16,0.1292717052100773,5a_582
depth_avg,2024-04-09T00:00:00Z,-0.019456183760852314,0.19,0.20945618376085232,5a_582
revised_depth,2021-09-27T00:00:00Z,NA,0.29,NA,5a_582
revised_depth,2021-12-13T00:00:00Z,0.05406162812325602,0.16,0.10593837187674399,5a_582
revised_depth,2024-04-09T00:00:00Z,0.0038771495724810034,0.19,0.186122850427519,5a_582
original_depth,2021-09-27T00:00:00Z,NA,0.4,NA,5a_598
original_depth,2021-12-13T00:00:00Z,0.07564249293787839,0.28,0.20435750706212163,5a_598
original_depth,2022-10-17T00:00:00Z,0.022314176234413202,0.20199999999999999,0.17968582376558678,5a_598
original_depth,2023-10-30T00:00:00Z,0.03851660945746141,0.25,0.2114833905425386,5a_598
original_depth,2024-04-15T00:00:00Z,0.012823091100727657,0.28,0.26717690889927237,5a_598
depth_avg,2021-09-27T00:00:00Z,NA,0.4,NA,5a_598
depth_avg,2021-12-13T00:00:00Z,0.08897582627121162,0.28,0.1910241737287884,5a_598
depth_avg,2022-10-17T00:00:00Z,0.03564750956774651,0.20199999999999999,0.16635249043225347,5a_598
depth_avg,2023-10-30T00:00:00Z,0.021849942790794746,0.25,0.22815005720920525,5a_598
depth_avg,2024-04-15T00:00:00Z,0.016156424434060845,0.28,0.2638435755659392,5a_598
revised_depth,2021-09-27T00:00:00Z,NA,0.4,NA,5a_598
revised_depth,2021-12-13T00:00:00Z,0.07564249293787831,0.28,0.20435750706212172,5a_598
revised_depth,2022-10-17T00:00:00Z,0.022314176234413202,0.20199999999999999,0.17968582376558678,5a_598
revised_depth,2023-10-30T00:00:00Z,0.008516609457461438,0.25,0.24148339054253856,5a_598
revised_depth,2024-04-15T00:00:00Z,0.0028230911007275372,0.28,0.2771769088992725,5a_598
original_depth,2024-05-01T00:00:00Z,-0.007980720377025075,-0.1,-0.09201927962297493,6_20
depth_avg,2024-05-01T00:00:00Z,-0.42131405371035835,-0.1,0.3213140537103583,6_20
revised_depth,2024-05-01T00:00:00Z,-0.08798072037702492,-0.1,-0.012019279622975079,6_20
original_depth,2021-12-01T00:00:00Z,0.024241729089519326,0.22,0.19575827091048068,6_300
original_depth,2022-10-19T00:00:00Z,-0.09477908228543705,0.09,0.18477908228543705,6_300
original_depth,2023-11-17T00:00:00Z,-0.024619253480931136,0.05,0.07461925348093114,6_300
original_depth,2024-05-01T00:00:00Z,-0.20801672876073016,0.15,0.35801672876073015,6_300
depth_avg,2021-12-01T00:00:00Z,0.030908395756186036,0.22,0.18909160424381397,6_300
depth_avg,2022-10-19T00:00:00Z,-0.08811241561877037,0.09,0.17811241561877036,6_300
depth_avg,2023-11-17T00:00:00Z,-0.13795258681426453,0.05,0.18795258681426452,6_300
depth_avg,2024-05-01T00:00:00Z,-0.10135006209406347,0.15,0.25135006209406346,6_300
revised_depth,2021-12-01T00:00:00Z,0.024241729089519326,0.22,0.19575827091048068,6_300
revised_depth,2022-10-19T00:00:00Z,-0.09477908228543708,0.09,0.18477908228543707,6_300
revised_depth,2023-11-17T00:00:00Z,-0.14461925348093124,0.05,0.19461925348093123,6_300
revised_depth,2024-05-01T00:00:00Z,-0.10801672876073018,0.15,0.2580167287607302,6_300
original_depth,2023-11-17T00:00:00Z,-0.006874343392955173,-0.29,-0.2831256566070448,6_629
original_depth,2024-04-09T00:00:00Z,-0.7328323304199054,-0.18,0.5528323304199054,6_629
depth_avg,2023-11-17T00:00:00Z,-0.2568743433929551,-0.29,-0.03312565660704486,6_629
depth_avg,2024-04-09T00:00:00Z,-0.2828323304199062,-0.18,0.10283233041990616,6_629
revised_depth,2023-11-17T00:00:00Z,-0.05687434339295516,-0.29,-0.23312565660704482,6_629
revised_depth,2024-04-09T00:00:00Z,-0.0828323304199062,-0.18,-0.09716766958009379,6_629
original_depth,2021-12-01T00:00:00Z,0.015952880418157567,0.275,0.25904711958184246,6_93
original_depth,2023-11-13T00:00:00Z,-0.010471948374726758,-0.75,-0.7395280516252732,6_93
original_depth,2024-04-09T00:00:00Z,-0.36124213302972075,0.233,0.5942421330297207,6_93
depth_avg,2021-12-01T00:00:00Z,-0.024047119581842635,0.275,0.29904711958184266,6_93
depth_avg,2023-11-13T00:00:00Z,-0.15047194837472677,-0.75,-0.5995280516252732,6_93
depth_avg,2024-04-09T00:00:00Z,-0.18124213302971995,0.233,0.41424213302971996,6_93
revised_depth,2021-12-01T00:00:00Z,0.0159528804181574,0.275,0.2590471195818426,6_93
revised_depth,2023-11-13T00:00:00Z,-0.11047194837472674,-0.75,-0.6395280516252733,6_93
revised_depth,2024-04-09T00:00:00Z,-0.1412421330297199,0.233,0.3742421330297199,6_93
original_depth,2023-11-13T00:00:00Z,0.08318585288685709,-0.56,-0.6431858528868571,6a_17
original_depth,2024-04-24T00:00:00Z,-0.0696261016764455,-0.27,-0.2003738983235545,6a_17
depth_avg,2023-11-13T00:00:00Z,0.0031858528868570213,-0.56,-0.5631858528868571,6a_17
depth_avg,2024-04-24T00:00:00Z,-0.04962610167644527,-0.27,-0.22037389832355475,6a_17
revised_depth,2023-11-13T00:00:00Z,-0.016814147113142996,-0.56,-0.5431858528868571,6a_17
revised_depth,2024-04-24T00:00:00Z,-0.06962610167644528,-0.27,-0.20037389832355473,6a_17
original_depth,2021-12-08T00:00:00Z,-4.5040784296399017e-4,0.05,0.05045040784296399,6a_530
original_depth,2023-11-13T00:00:00Z,-0.005874093717884221,-0.05,-0.04412590628211578,6a_530
original_depth,2024-04-22T00:00:00Z,-0.001173702607145423,0.04,0.041173702607145424,6a_530
depth_avg,2021-12-08T00:00:00Z,0.009549592157035977,0.05,0.040450407842964026,6a_530
depth_avg,2023-11-13T00:00:00Z,-0.005874093717884242,-0.05,-0.04412590628211576,6a_530
depth_avg,2024-04-22T00:00:00Z,-0.011173702607145307,0.04,0.05117370260714531,6a_530
revised_depth,2021-12-08T00:00:00Z,-4.504078429640318e-4,0.05,0.050450407842964035,6a_530
revised_depth,2023-11-13T00:00:00Z,-0.01587409371788425,-0.05,-0.03412590628211575,6a_530
revised_depth,2024-04-22T00:00:00Z,-0.021173702607145316,0.04,0.06117370260714532,6a_530
original_depth,2023-11-13T00:00:00Z,0.02363792773040113,-0.29,-0.3136379277304011,7_243
original_depth,2024-04-24T00:00:00Z,-0.009161654989976509,-0.14,-0.1308383450100235,7_243
depth_avg,2023-11-13T00:00:00Z,-0.03302873893626562,-0.29,-0.25697126106373436,7_243
depth_avg,2024-04-24T00:00:00Z,-0.0058283216566432094,-0.14,-0.1341716783433568,7_243
revised_depth,2023-11-13T00:00:00Z,-0.03636207226959892,-0.29,-0.25363792773040106,7_243
revised_depth,2024-04-24T00:00:00Z,-0.009161654989976509,-0.14,-0.1308383450100235,7_243
original_depth,2023-11-17T00:00:00Z,0.033391330814281805,-0.21,-0.2433913308142818,7_341
original_depth,2024-05-03T00:00:00Z,0.01126443929655635,-0.29,-0.30126443929655633,7_341
depth_avg,2023-11-17T00:00:00Z,0.016724664147614643,-0.21,-0.22672466414761464,7_341
depth_avg,2024-05-03T00:00:00Z,-0.015402227370108879,-0.29,-0.2745977726298911,7_341
revised_depth,2023-11-17T00:00:00Z,-0.02660866918571858,-0.21,-0.1833913308142814,7_341
revised_depth,2024-05-03T00:00:00Z,-0.05873556070344213,-0.29,-0.23126443929655785,7_341
original_depth,2023-11-13T00:00:00Z,0.023490489556736882,-0.15,-0.17349048955673688,7_626
original_depth,2024-04-24T00:00:00Z,-0.0025265238409267407,0.04,0.04252652384092674,7_626
depth_avg,2023-11-13T00:00:00Z,-0.04650951044326307,-0.15,-0.10349048955673693,7_626
depth_avg,2024-04-24T00:00:00Z,0.0174734761590733,0.04,0.0225265238409267,7_626
revised_depth,2023-11-13T00:00:00Z,-0.09650951044326311,-0.15,-0.053490489556736874,7_626
revised_depth,2024-04-24T00:00:00Z,-0.03252652384092674,0.04,0.07252652384092674,7_626
original_depth,2021-12-08T00:00:00Z,0.2429340337468556,0.27,0.02706596625314442,9_332
original_depth,2023-11-10T00:00:00Z,-0.21161100276746003,0.05,0.26161100276746,9_332
original_depth,2024-04-24T00:00:00Z,0.923940337670885,0.15,-0.773940337670885,9_332
depth_avg,2021-12-08T00:00:00Z,0.06293403374685547,0.27,0.20706596625314455,9_332
depth_avg,2023-11-10T00:00:00Z,0.38338899723253983,0.05,-0.33338899723253984,9_332
depth_avg,2024-04-24T00:00:00Z,0.5089403376708849,0.15,-0.3589403376708849,9_332
revised_depth,2021-12-08T00:00:00Z,0.24293403374685546,0.27,0.027065966253144558,9_332
revised_depth,2023-11-10T00:00:00Z,-0.05161100276746017,0.05,0.10161100276746017,9_332
revised_depth,2024-04-24T00:00:00Z,0.07394033767088493,0.15,0.07605966232911507,9_332
original_depth,2021-12-14T00:00:00Z,0.07515039641649512,0.27,0.1948496035835049,9_439
original_depth,2023-11-10T00:00:00Z,-0.014443191916686915,-0.46,-0.4455568080833131,9_439
original_depth,2024-04-22T00:00:00Z,0.01989913002553287,0.12,0.10010086997446713,9_439
depth_avg,2021-12-14T00:00:00Z,0.09181706308316173,0.27,0.17818293691683829,9_439
depth_avg,2023-11-10T00:00:00Z,0.002223474749979748,-0.46,-0.46222347474997977,9_439
depth_avg,2024-04-22T00:00:00Z,-0.013434203307800457,0.12,0.13343420330780045,9_439
revised_depth,2021-12-14T00:00:00Z,0.07515039641649512,0.27,0.1948496035835049,9_439
revised_depth,2023-11-10T00:00:00Z,-0.01444319191668686,-0.46,-0.44555680808331316,9_439
revised_depth,2024-04-22T00:00:00Z,-0.030100869974467065,0.12,0.15010086997446706,9_439
original_depth,2021-12-14T00:00:00Z,0.2830553755046903,0.155,-0.12805537550469032,9_508
original_depth,2023-11-10T00:00:00Z,0.07093812763383112,-0.41,-0.4809381276338311,9_508
original_depth,2024-04-22T00:00:00Z,0.08579532623740589,-7.000000000000001e-4,-0.0864953262374059,9_508
depth_avg,2021-12-14T00:00:00Z,0.3863887088380237,0.155,-0.23138870883802368,9_508
depth_avg,2023-11-10T00:00:00Z,0.004271460967164464,-0.41,-0.41427146096716444,9_508
depth_avg,2024-04-22T00:00:00Z,0.04912865957073917,-7.000000000000001e-4,-0.04982865957073917,9_508
revised_depth,2021-12-14T00:00:00Z,0.2830553755046904,0.155,-0.1280553755046904,9_508
revised_depth,2023-11-10T00:00:00Z,-0.09906187236616881,-0.41,-0.31093812763383116,9_508
revised_depth,2024-04-22T00:00:00Z,-0.05420467376259411,-7.000000000000001e-4,0.05350467376259411,9_508
original_depth,2021-12-14T00:00:00Z,0.06455824911649824,0.13,0.06544175088350176,9_609
original_depth,2023-11-10T00:00:00Z,0.057389296899805986,-0.52,-0.577389296899806,9_609
original_depth,2024-04-22T00:00:00Z,0.20478547534367794,-0.008,-0.21278547534367795,9_609
depth_avg,2021-12-14T00:00:00Z,0.11789158244983153,0.13,0.012108417550168482,9_609
depth_avg,2023-11-10T00:00:00Z,0.010722630233139352,-0.52,-0.5307226302331394,9_609
depth_avg,2024-04-22T00:00:00Z,0.19811880867701132,-0.008,-0.20611880867701132,9_609
revised_depth,2021-12-14T00:00:00Z,0.06455824911649818,0.13,0.06544175088350182,9_609
revised_depth,2023-11-10T00:00:00Z,-0.04261070310019399,-0.52,-0.477389296899806,9_609
revised_depth,2024-04-22T00:00:00Z,0.14478547534367797,-0.008,-0.15278547534367798,9_609
original_depth,2021-12-13T00:00:00Z,0.0551276357098166,0.49,0.4348723642901834,9_77
original_depth,2023-11-10T00:00:00Z,0.028973315522388576,0.63,0.6010266844776114,9_77
original_depth,2024-04-15T00:00:00Z,0.0206085850188229,0.51,0.4893914149811771,9_77
depth_avg,2021-12-13T00:00:00Z,0.1117943023764833,0.49,0.3782056976235167,9_77
depth_avg,2023-11-10T00:00:00Z,-0.014360017810944536,0.63,0.6443600178109445,9_77
depth_avg,2024-04-15T00:00:00Z,0.007275251685488482,0.51,0.5027247483145115,9_77
revised_depth,2021-12-13T00:00:00Z,0.05512763570981666,0.49,0.43487236429018333,9_77
revised_depth,2023-11-10T00:00:00Z,-0.07102668447761118,0.63,0.7010266844776112,9_77
revised_depth,2024-04-15T00:00:00Z,-0.04939141498117816,0.51,0.5593914149811782,9_77
